Simulated Date,Simulated Day,Hour of Day,Solar Declination Angle,Solar Elevation Angle (degrees),Sunlight Intensity (W/m^2),Concentration Factor,Intensity * Concentration factor (funnel),Absorbed Intensity by QPA,# of photons,Rate of exciton generation,Final_Exciton_Rate_After_CMC,Excitonic Energy,Usable Electric Energy
2023-01-06 19:00:00,5,19,-22.556524775525244,-23.56443520204409,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 20:00:00,5,20,-22.556524775525244,-36.30975857409184,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 21:00:00,5,21,-22.556524775525244,-49.23047938610359,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 22:00:00,5,22,-22.556524775525244,-62.14083608199652,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06 23:00:00,5,23,-22.556524775525244,-74.53237282086063,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 00:00:00,6,0,-22.44345281504212,-82.17678681504214,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 01:00:00,6,1,-22.44345281504212,-74.47042303433815,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 02:00:00,6,2,-22.44345281504212,-62.09745299488849,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 03:00:00,6,3,-22.44345281504212,-49.190333533034455,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 04:00:00,6,4,-22.44345281504212,-36.26761863011847,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 05:00:00,6,5,-22.44345281504212,-23.51755320353825,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 06:00:00,6,6,-22.44345281504212,-11.094188591561918,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 07:00:00,6,7,-22.44345281504212,0.8127754703875444,0.0141851322773561,100,1.4185132277356098,0.1919748894504804,6.760287750919569e+17,6.760287750919569e+17,2.726972005039955e+17,0.0006558019110559408,0.0006558019110559408
2023-01-07 08:00:00,6,8,-22.44345281504212,11.929779335259694,0.2067127350711601,100,20.671273507116013,2.797552654947034,9.85142431904842e+18,9.85142431904842e+18,3.973877935027335e+18,0.009556668492663086,0.009556668492663086
2023-01-07 09:00:00,6,9,-22.44345281504212,21.84148052359745,0.3720399356419362,100,37.20399356419362,5.03501300654326,1.773051509563972e+19,1.773051509563972e+19,7.152153884895053e+18,0.017200015904863034,0.017200015904863034
2023-01-07 10:00:00,6,10,-22.44345281504212,29.92724848656135,0.4988999584869034,100,49.88999584869034,6.751876718855939,2.3776354089254343e+19,2.3776354089254343e+19,9.590930796473025e+18,0.023064962652743222,0.023064962652743222
2023-01-07 11:00:00,6,11,-22.44345281504212,35.35547130547119,0.5786475026952771,100,57.86475026952771,7.831142367142394,2.757692736369876e+19,2.757692736369876e+19,1.11240100535066e+19,0.026751822307718335,0.026751822307718335
2023-01-07 12:00:00,6,12,-22.44345281504212,37.28988118495788,0.6058479049183048,100,60.58479049183048,8.199259781042718,2.887323213106391e+19,2.887323213106391e+19,1.1646914838162217e+19,0.028009341477125516,0.028009341477125516
2023-01-07 13:00:00,6,13,-22.44345281504212,35.35547130547119,0.5786475026952771,100,57.86475026952771,7.831142367142394,2.757692736369876e+19,2.757692736369876e+19,1.11240100535066e+19,0.026751822307718335,0.026751822307718335
2023-01-07 14:00:00,6,14,-22.44345281504212,29.92724848656135,0.4988999584869034,100,49.88999584869034,6.751876718855939,2.3776354089254343e+19,2.3776354089254343e+19,9.590930796473025e+18,0.023064962652743222,0.023064962652743222
2023-01-07 15:00:00,6,15,-22.44345281504212,21.84148052359745,0.3720399356419362,100,37.20399356419362,5.03501300654326,1.773051509563972e+19,1.773051509563972e+19,7.152153884895053e+18,0.017200015904863034,0.017200015904863034
2023-01-07 16:00:00,6,16,-22.44345281504212,11.929779335259694,0.2067127350711601,100,20.671273507116013,2.797552654947034,9.85142431904842e+18,9.85142431904842e+18,3.973877935027335e+18,0.009556668492663086,0.009556668492663086
2023-01-07 17:00:00,6,17,-22.44345281504212,0.8127754703875444,0.0141851322773561,100,1.4185132277356098,0.1919748894504804,6.760287750919569e+17,6.760287750919569e+17,2.726972005039955e+17,0.0006558019110559408,0.0006558019110559408
2023-01-07 18:00:00,6,18,-22.44345281504212,-11.094188591561918,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 19:00:00,6,19,-22.44345281504212,-23.51755320353825,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 20:00:00,6,20,-22.44345281504212,-36.26761863011847,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 21:00:00,6,21,-22.44345281504212,-49.190333533034455,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 22:00:00,6,22,-22.44345281504212,-62.09745299488849,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07 23:00:00,6,23,-22.44345281504212,-74.47042303433815,0.0,100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
